y4_hhid,region,district,ward,village,region_name,district_name,ward_name,village_name,ea,clusterid,occ,plotnum,plot_area,wardtype,clustertype,lat_modified,lon_modified
5883-001,geita,2,21,1,GEITA,NYANG'HWALE,**CONFIDENTIAL**,SHIBUMBA,1,2.50202E+11,2,M2,2,rural,rural,-3.013517658,32.5372311
5890-001,geita,2,21,1,GEITA,NYANG'HWALE,**CONFIDENTIAL**,SHIBUMBA,1,2.50202E+11,1,M1,11.64999962,rural,rural,-3.013517658,32.5372311
5884-001,geita,2,21,1,GEITA,NYANG'HWALE,**CONFIDENTIAL**,SHIBUMBA,1,2.50202E+11,3,M3,1.200000048,rural,rural,-3.013517658,32.5372311
5887-001,geita,2,21,1,GEITA,NYANG'HWALE,**CONFIDENTIAL**,SHIBUMBA,1,2.50202E+11,2,M2,5.630000114,rural,rural,-3.013517658,32.5372311
5892-001,geita,2,21,1,GEITA,NYANG'HWALE,**CONFIDENTIAL**,SHIBUMBA,1,2.50202E+11,1,M1,2.960000038,rural,rural,-3.013517658,32.5372311
5884-001,geita,2,21,1,GEITA,NYANG'HWALE,**CONFIDENTIAL**,SHIBUMBA,1,2.50202E+11,1,M1,0.5,rural,rural,-3.013517658,32.5372311
5887-001,geita,2,21,1,GEITA,NYANG'HWALE,**CONFIDENTIAL**,SHIBUMBA,1,2.50202E+11,1,M1,4.460000038,rural,rural,-3.013517658,32.5372311
5883-001,geita,2,21,1,GEITA,NYANG'HWALE,**CONFIDENTIAL**,SHIBUMBA,1,2.50202E+11,1,M1,0.469999999,rural,rural,-3.013517658,32.5372311
5891-001,geita,2,21,1,GEITA,NYANG'HWALE,**CONFIDENTIAL**,SHIBUMBA,1,2.50202E+11,1,M1,3.200000048,rural,rural,-3.013517658,32.5372311
5884-001,geita,2,21,1,GEITA,NYANG'HWALE,**CONFIDENTIAL**,SHIBUMBA,1,2.50202E+11,2,M2,1.460000038,rural,rural,-3.013517658,32.5372311
5890-001,geita,2,21,1,GEITA,NYANG'HWALE,**CONFIDENTIAL**,SHIBUMBA,1,2.50202E+11,2,M2,7.420000076,rural,rural,-3.013517658,32.5372311
5883-001,geita,2,21,1,GEITA,NYANG'HWALE,**CONFIDENTIAL**,SHIBUMBA,1,2.50202E+11,3,M3,1,rural,rural,-3.013517658,32.5372311
5886-001,geita,2,21,1,GEITA,NYANG'HWALE,**CONFIDENTIAL**,SHIBUMBA,1,2.50202E+11,1,M1,4.300000191,rural,rural,-3.013517658,32.5372311
5886-001,geita,2,21,1,GEITA,NYANG'HWALE,**CONFIDENTIAL**,SHIBUMBA,1,2.50202E+11,2,M2,0.5,rural,rural,-3.013517658,32.5372311
1936-001,geita,3,41,1,GEITA,MBOGWE,**CONFIDENTIAL**,IBAMBULA,1,2.50304E+11,2,M2,4.900000095,rural,rural,-3.282914473,31.94441442
1935-001,geita,3,41,1,GEITA,MBOGWE,**CONFIDENTIAL**,IBAMBULA,1,2.50304E+11,2,M2,2.299999952,rural,rural,-3.282914473,31.94441442
1933-001,geita,3,41,1,GEITA,MBOGWE,**CONFIDENTIAL**,IBAMBULA,1,2.50304E+11,1,M1,2.5,rural,rural,-3.282914473,31.94441442
1935-001,geita,3,41,1,GEITA,MBOGWE,**CONFIDENTIAL**,IBAMBULA,1,2.50304E+11,3,M3,2.900000095,rural,rural,-3.282914473,31.94441442
1932-001,geita,3,41,1,GEITA,MBOGWE,**CONFIDENTIAL**,IBAMBULA,1,2.50304E+11,1,M1,8.199999809,rural,rural,-3.282914473,31.94441442
1935-001,geita,3,41,1,GEITA,MBOGWE,**CONFIDENTIAL**,IBAMBULA,1,2.50304E+11,1,M1,1.899999976,rural,rural,-3.282914473,31.94441442
1938-001,geita,3,41,1,GEITA,MBOGWE,**CONFIDENTIAL**,IBAMBULA,1,2.50304E+11,1,M1,2.140000105,rural,rural,-3.282914473,31.94441442
1937-001,geita,3,41,1,GEITA,MBOGWE,**CONFIDENTIAL**,IBAMBULA,1,2.50304E+11,1,M1,4.519999981,rural,rural,-3.282914473,31.94441442
1934-001,geita,3,41,1,GEITA,MBOGWE,**CONFIDENTIAL**,IBAMBULA,1,2.50304E+11,1,M1,4.039999962,rural,rural,-3.282914473,31.94441442
1933-001,geita,3,41,1,GEITA,MBOGWE,**CONFIDENTIAL**,IBAMBULA,1,2.50304E+11,2,M2,1.5,rural,rural,-3.282914473,31.94441442
1936-001,geita,3,41,1,GEITA,MBOGWE,**CONFIDENTIAL**,IBAMBULA,1,2.50304E+11,1,M1,5.900000095,rural,rural,-3.282914473,31.94441442
1934-001,geita,3,41,1,GEITA,MBOGWE,**CONFIDENTIAL**,IBAMBULA,1,2.50304E+11,2,M2,5.829999924,rural,rural,-3.282914473,31.94441442
1931-001,geita,3,41,1,GEITA,MBOGWE,**CONFIDENTIAL**,IBAMBULA,1,2.50304E+11,1,M1,2.690000057,rural,rural,-3.282914473,31.94441442
5907-001,geita,4,21,1,GEITA,BUKOMBE,**CONFIDENTIAL**,MSASA,8,2.50402E+11,1,M1,0.709999979,rural,rural,-3.356622098,31.57330488
5908-001,geita,4,21,1,GEITA,BUKOMBE,**CONFIDENTIAL**,MSASA,8,2.50402E+11,2,M2,1,rural,rural,-3.356622098,31.57330488
5904-001,geita,4,21,1,GEITA,BUKOMBE,**CONFIDENTIAL**,MSASA,8,2.50402E+11,1,M1,0.239999995,rural,rural,-3.356622098,31.57330488
5903-001,geita,4,21,1,GEITA,BUKOMBE,**CONFIDENTIAL**,MSASA,8,2.50402E+11,1,M1,29.55999947,rural,rural,-3.356622098,31.57330488
5908-001,geita,4,21,1,GEITA,BUKOMBE,**CONFIDENTIAL**,MSASA,8,2.50402E+11,1,M1,0.129999995,rural,rural,-3.356622098,31.57330488
5911-001,geita,4,21,1,GEITA,BUKOMBE,**CONFIDENTIAL**,MSASA,8,2.50402E+11,1,M1,0.230000004,rural,rural,-3.356622098,31.57330488
5909-001,geita,4,21,1,GEITA,BUKOMBE,**CONFIDENTIAL**,MSASA,8,2.50402E+11,1,M1,1.570000052,rural,rural,-3.356622098,31.57330488
5902-001,geita,4,21,1,GEITA,BUKOMBE,**CONFIDENTIAL**,MSASA,8,2.50402E+11,1,M1,6.320000172,rural,rural,-3.356622098,31.57330488
5907-001,geita,4,21,1,GEITA,BUKOMBE,**CONFIDENTIAL**,MSASA,8,2.50402E+11,2,M2,1.5,rural,rural,-3.356622098,31.57330488
5906-001,geita,4,21,1,GEITA,BUKOMBE,**CONFIDENTIAL**,MSASA,8,2.50402E+11,3,M3,1,rural,rural,-3.356622098,31.57330488
5909-001,geita,4,21,1,GEITA,BUKOMBE,**CONFIDENTIAL**,MSASA,8,2.50402E+11,2,M2,5.039999962,rural,rural,-3.356622098,31.57330488
5908-001,geita,4,21,1,GEITA,BUKOMBE,**CONFIDENTIAL**,MSASA,8,2.50402E+11,3,M3,1.00999999,rural,rural,-3.356622098,31.57330488
5911-001,geita,4,21,1,GEITA,BUKOMBE,**CONFIDENTIAL**,MSASA,8,2.50402E+11,3,M3,1.340000033,rural,rural,-3.356622098,31.57330488
5906-001,geita,4,21,1,GEITA,BUKOMBE,**CONFIDENTIAL**,MSASA,8,2.50402E+11,1,M1,1.149999976,rural,rural,-3.356622098,31.57330488
5903-001,geita,4,21,1,GEITA,BUKOMBE,**CONFIDENTIAL**,MSASA,8,2.50402E+11,3,M3,20,rural,rural,-3.356622098,31.57330488
5903-001,geita,4,21,1,GEITA,BUKOMBE,**CONFIDENTIAL**,MSASA,8,2.50402E+11,2,M2,77.83000183,rural,rural,-3.356622098,31.57330488
5906-001,geita,4,21,1,GEITA,BUKOMBE,**CONFIDENTIAL**,MSASA,8,2.50402E+11,2,M2,2.700000048,rural,rural,-3.356622098,31.57330488
5911-001,geita,4,21,1,GEITA,BUKOMBE,**CONFIDENTIAL**,MSASA,8,2.50402E+11,2,M2,0.579999983,rural,rural,-3.356622098,31.57330488
5922-001,geita,4,133,4,GEITA,BUKOMBE,**CONFIDENTIAL**,IGULWA,329,2.50413E+11,1,,,mixed,urban,-3.472949971,31.8754657
5928-001,geita,4,133,4,GEITA,BUKOMBE,**CONFIDENTIAL**,IGULWA,329,2.50413E+11,1,,,mixed,urban,-3.472949971,31.8754657
5929-001,geita,4,133,4,GEITA,BUKOMBE,**CONFIDENTIAL**,IGULWA,329,2.50413E+11,1,,,mixed,urban,-3.472949971,31.8754657
5926-001,geita,4,133,4,GEITA,BUKOMBE,**CONFIDENTIAL**,IGULWA,329,2.50413E+11,1,,,mixed,urban,-3.472949971,31.8754657
5924-001,geita,4,133,4,GEITA,BUKOMBE,**CONFIDENTIAL**,IGULWA,329,2.50413E+11,1,M1,2.480000019,mixed,urban,-3.472949971,31.8754657
5930-001,geita,4,133,4,GEITA,BUKOMBE,**CONFIDENTIAL**,IGULWA,329,2.50413E+11,1,,,mixed,urban,-3.472949971,31.8754657
5921-001,geita,4,133,4,GEITA,BUKOMBE,**CONFIDENTIAL**,IGULWA,329,2.50413E+11,1,M1,0.129999995,mixed,urban,-3.472949971,31.8754657
5921-001,geita,4,133,4,GEITA,BUKOMBE,**CONFIDENTIAL**,IGULWA,329,2.50413E+11,2,M2,9,mixed,urban,-3.472949971,31.8754657
5927-001,geita,4,133,4,GEITA,BUKOMBE,**CONFIDENTIAL**,IGULWA,329,2.50413E+11,1,M1,1,mixed,urban,-3.472949971,31.8754657
1951-001,geita,5,13,3,GEITA,CHATO,**CONFIDENTIAL**,MAJENGO,6,2.50501E+11,1,,,mixed,rural,-2.365001766,31.7722719
1956-001,geita,5,13,3,GEITA,CHATO,**CONFIDENTIAL**,MAJENGO,6,2.50501E+11,3,M3,0.5,mixed,rural,-2.365001766,31.7722719
1956-001,geita,5,13,3,GEITA,CHATO,**CONFIDENTIAL**,MAJENGO,6,2.50501E+11,2,M2,0.600000024,mixed,rural,-2.365001766,31.7722719
1957-001,geita,5,13,3,GEITA,CHATO,**CONFIDENTIAL**,MAJENGO,6,2.50501E+11,1,,,mixed,rural,-2.365001766,31.7722719
1956-001,geita,5,13,3,GEITA,CHATO,**CONFIDENTIAL**,MAJENGO,6,2.50501E+11,1,M1,1.220000029,mixed,rural,-2.365001766,31.7722719
1952-001,geita,5,13,3,GEITA,CHATO,**CONFIDENTIAL**,MAJENGO,6,2.50501E+11,3,M3,1.059999943,mixed,rural,-2.365001766,31.7722719
1955-001,geita,5,13,3,GEITA,CHATO,**CONFIDENTIAL**,MAJENGO,6,2.50501E+11,1,M1,5.599999905,mixed,rural,-2.365001766,31.7722719
1956-001,geita,5,13,3,GEITA,CHATO,**CONFIDENTIAL**,MAJENGO,6,2.50501E+11,4,M4,2.099999905,mixed,rural,-2.365001766,31.7722719
1953-001,geita,5,13,3,GEITA,CHATO,**CONFIDENTIAL**,MAJENGO,6,2.50501E+11,1,,,mixed,rural,-2.365001766,31.7722719
1954-001,geita,5,13,3,GEITA,CHATO,**CONFIDENTIAL**,MAJENGO,6,2.50501E+11,1,M1,2,mixed,rural,-2.365001766,31.7722719
1950-001,geita,5,13,3,GEITA,CHATO,**CONFIDENTIAL**,MAJENGO,6,2.50501E+11,1,M1,1.299999952,mixed,rural,-2.365001766,31.7722719
1952-001,geita,5,13,3,GEITA,CHATO,**CONFIDENTIAL**,MAJENGO,6,2.50501E+11,1,M1,1.5,mixed,rural,-2.365001766,31.7722719
1952-001,geita,5,13,3,GEITA,CHATO,**CONFIDENTIAL**,MAJENGO,6,2.50501E+11,2,M2,1.75,mixed,rural,-2.365001766,31.7722719
5940-001,geita,5,153,2,GEITA,CHATO,**CONFIDENTIAL**,IHANGA,2,2.50515E+11,1,M1,6.179999828,mixed,rural,-2.948488535,31.62046536
5942-001,geita,5,153,2,GEITA,CHATO,**CONFIDENTIAL**,IHANGA,2,2.50515E+11,2,M2,1.570000052,mixed,rural,-2.948488535,31.62046536
5947-001,geita,5,153,2,GEITA,CHATO,**CONFIDENTIAL**,IHANGA,2,2.50515E+11,1,M1,0.529999971,mixed,rural,-2.948488535,31.62046536
5949-001,geita,5,153,2,GEITA,CHATO,**CONFIDENTIAL**,IHANGA,2,2.50515E+11,5,M5,0.74000001,mixed,rural,-2.948488535,31.62046536
5949-001,geita,5,153,2,GEITA,CHATO,**CONFIDENTIAL**,IHANGA,2,2.50515E+11,4,M4,1.25999999,mixed,rural,-2.948488535,31.62046536
5942-001,geita,5,153,2,GEITA,CHATO,**CONFIDENTIAL**,IHANGA,2,2.50515E+11,1,M1,0.589999974,mixed,rural,-2.948488535,31.62046536
5949-001,geita,5,153,2,GEITA,CHATO,**CONFIDENTIAL**,IHANGA,2,2.50515E+11,2,M2,1,mixed,rural,-2.948488535,31.62046536
5949-001,geita,5,153,2,GEITA,CHATO,**CONFIDENTIAL**,IHANGA,2,2.50515E+11,1,M1,1,mixed,rural,-2.948488535,31.62046536
5943-001,geita,5,153,2,GEITA,CHATO,**CONFIDENTIAL**,IHANGA,2,2.50515E+11,1,M1,1.5,mixed,rural,-2.948488535,31.62046536
5945-001,geita,5,153,2,GEITA,CHATO,**CONFIDENTIAL**,IHANGA,2,2.50515E+11,2,M2,1.730000019,mixed,rural,-2.948488535,31.62046536
5946-001,geita,5,153,2,GEITA,CHATO,**CONFIDENTIAL**,IHANGA,2,2.50515E+11,2,M2,43.06000137,mixed,rural,-2.948488535,31.62046536
5940-001,geita,5,153,2,GEITA,CHATO,**CONFIDENTIAL**,IHANGA,2,2.50515E+11,2,M2,19.47999954,mixed,rural,-2.948488535,31.62046536
5945-001,geita,5,153,2,GEITA,CHATO,**CONFIDENTIAL**,IHANGA,2,2.50515E+11,1,M1,10.53999996,mixed,rural,-2.948488535,31.62046536
5945-001,geita,5,153,2,GEITA,CHATO,**CONFIDENTIAL**,IHANGA,2,2.50515E+11,3,M3,10.01000023,mixed,rural,-2.948488535,31.62046536
5946-001,geita,5,153,2,GEITA,CHATO,**CONFIDENTIAL**,IHANGA,2,2.50515E+11,1,M1,12.85999966,mixed,rural,-2.948488535,31.62046536
5949-001,geita,5,153,2,GEITA,CHATO,**CONFIDENTIAL**,IHANGA,2,2.50515E+11,3,M3,1.980000019,mixed,rural,-2.948488535,31.62046536
5941-001,geita,5,153,2,GEITA,CHATO,**CONFIDENTIAL**,IHANGA,2,2.50515E+11,1,M1,8.300000191,mixed,rural,-2.948488535,31.62046536
5943-001,geita,5,153,2,GEITA,CHATO,**CONFIDENTIAL**,IHANGA,2,2.50515E+11,2,M2,1.190000057,mixed,rural,-2.948488535,31.62046536
2375-001,KASKAZINI UNGUJA,1,81,2,KASKAZINI UNGUJA,KASKAZINI A,**CONFIDENTIAL**,UMBINI,1,5.10108E+11,1,M1,1,rural,rural,-5.88354821,39.32223041
2372-001,KASKAZINI UNGUJA,1,81,2,KASKAZINI UNGUJA,KASKAZINI A,**CONFIDENTIAL**,UMBINI,1,5.10108E+11,4,M4,0.5,rural,rural,-5.88354821,39.32223041
2373-001,KASKAZINI UNGUJA,1,81,2,KASKAZINI UNGUJA,KASKAZINI A,**CONFIDENTIAL**,UMBINI,1,5.10108E+11,1,M1,0.200000003,rural,rural,-5.88354821,39.32223041
2372-001,KASKAZINI UNGUJA,1,81,2,KASKAZINI UNGUJA,KASKAZINI A,**CONFIDENTIAL**,UMBINI,1,5.10108E+11,1,M1,0.330000013,rural,rural,-5.88354821,39.32223041
2371-001,KASKAZINI UNGUJA,1,81,2,KASKAZINI UNGUJA,KASKAZINI A,**CONFIDENTIAL**,UMBINI,1,5.10108E+11,1,M1,1,rural,rural,-5.88354821,39.32223041
2372-001,KASKAZINI UNGUJA,1,81,2,KASKAZINI UNGUJA,KASKAZINI A,**CONFIDENTIAL**,UMBINI,1,5.10108E+11,3,M3,1,rural,rural,-5.88354821,39.32223041
2373-001,KASKAZINI UNGUJA,1,81,2,KASKAZINI UNGUJA,KASKAZINI A,**CONFIDENTIAL**,UMBINI,1,5.10108E+11,2,M2,0.200000003,rural,rural,-5.88354821,39.32223041
2376-001,KASKAZINI UNGUJA,1,81,2,KASKAZINI UNGUJA,KASKAZINI A,**CONFIDENTIAL**,UMBINI,1,5.10108E+11,1,,,rural,rural,-5.88354821,39.32223041
2369-001,KASKAZINI UNGUJA,1,81,2,KASKAZINI UNGUJA,KASKAZINI A,**CONFIDENTIAL**,UMBINI,1,5.10108E+11,3,M3,0.5,rural,rural,-5.88354821,39.32223041
2372-001,KASKAZINI UNGUJA,1,81,2,KASKAZINI UNGUJA,KASKAZINI A,**CONFIDENTIAL**,UMBINI,1,5.10108E+11,2,M2,0.180000007,rural,rural,-5.88354821,39.32223041
2369-001,KASKAZINI UNGUJA,1,81,2,KASKAZINI UNGUJA,KASKAZINI A,**CONFIDENTIAL**,UMBINI,1,5.10108E+11,2,M2,0.5,rural,rural,-5.88354821,39.32223041
2371-001,KASKAZINI UNGUJA,1,81,2,KASKAZINI UNGUJA,KASKAZINI A,**CONFIDENTIAL**,UMBINI,1,5.10108E+11,2,M2,0.25999999,rural,rural,-5.88354821,39.32223041
2374-001,KASKAZINI UNGUJA,1,81,2,KASKAZINI UNGUJA,KASKAZINI A,**CONFIDENTIAL**,UMBINI,1,5.10108E+11,1,M1,0.699999988,rural,rural,-5.88354821,39.32223041
2368-001,KASKAZINI UNGUJA,1,81,2,KASKAZINI UNGUJA,KASKAZINI A,**CONFIDENTIAL**,UMBINI,1,5.10108E+11,1,,,rural,rural,-5.88354821,39.32223041
2374-001,KASKAZINI UNGUJA,1,81,2,KASKAZINI UNGUJA,KASKAZINI A,**CONFIDENTIAL**,UMBINI,1,5.10108E+11,2,M2,0.699999988,rural,rural,-5.88354821,39.32223041
2369-001,KASKAZINI UNGUJA,1,81,2,KASKAZINI UNGUJA,KASKAZINI A,**CONFIDENTIAL**,UMBINI,1,5.10108E+11,1,M1,0.200000003,rural,rural,-5.88354821,39.32223041
2390-001,KASKAZINI UNGUJA,1,162,3,KASKAZINI UNGUJA,KASKAZINI A,**CONFIDENTIAL**,KIUNGANI,3,5.10116E+11,1,,,urban,urban,-5.727170851,39.29768197
2392-001,KASKAZINI UNGUJA,1,162,3,KASKAZINI UNGUJA,KASKAZINI A,**CONFIDENTIAL**,KIUNGANI,3,5.10116E+11,1,,,urban,urban,-5.727170851,39.29768197
2394-001,KASKAZINI UNGUJA,1,162,3,KASKAZINI UNGUJA,KASKAZINI A,**CONFIDENTIAL**,KIUNGANI,3,5.10116E+11,1,M1,0.699999988,urban,urban,-5.727170851,39.29768197
2391-001,KASKAZINI UNGUJA,1,162,3,KASKAZINI UNGUJA,KASKAZINI A,**CONFIDENTIAL**,KIUNGANI,3,5.10116E+11,1,,,urban,urban,-5.727170851,39.29768197
2389-001,KASKAZINI UNGUJA,1,162,3,KASKAZINI UNGUJA,KASKAZINI A,**CONFIDENTIAL**,KIUNGANI,3,5.10116E+11,1,M1,0.200000003,urban,urban,-5.727170851,39.29768197
2389-001,KASKAZINI UNGUJA,1,162,3,KASKAZINI UNGUJA,KASKAZINI A,**CONFIDENTIAL**,KIUNGANI,3,5.10116E+11,3,M3,0.600000024,urban,urban,-5.727170851,39.29768197
2394-001,KASKAZINI UNGUJA,1,162,3,KASKAZINI UNGUJA,KASKAZINI A,**CONFIDENTIAL**,KIUNGANI,3,5.10116E+11,2,M2,0.200000003,urban,urban,-5.727170851,39.29768197
2389-001,KASKAZINI UNGUJA,1,162,3,KASKAZINI UNGUJA,KASKAZINI A,**CONFIDENTIAL**,KIUNGANI,3,5.10116E+11,2,M2,0.100000001,urban,urban,-5.727170851,39.29768197
2398-001,KASKAZINI UNGUJA,1,162,3,KASKAZINI UNGUJA,KASKAZINI A,**CONFIDENTIAL**,KIUNGANI,3,5.10116E+11,1,,,urban,urban,-5.727170851,39.29768197
2387-001,KASKAZINI UNGUJA,1,162,3,KASKAZINI UNGUJA,KASKAZINI A,**CONFIDENTIAL**,KIUNGANI,3,5.10116E+11,1,M1,0.100000001,urban,urban,-5.727170851,39.29768197
2393-001,KASKAZINI UNGUJA,1,162,3,KASKAZINI UNGUJA,KASKAZINI A,**CONFIDENTIAL**,KIUNGANI,3,5.10116E+11,1,,,urban,urban,-5.727170851,39.29768197
6361-001,KASKAZINI UNGUJA,1,211,4,KASKAZINI UNGUJA,KASKAZINI A,**CONFIDENTIAL**,MWEMBEMKALI,1,5.10121E+11,1,M1,0.5,rural,rural,-5.903334568,39.25219225
6364-001,KASKAZINI UNGUJA,1,211,4,KASKAZINI UNGUJA,KASKAZINI A,**CONFIDENTIAL**,MWEMBEMKALI,1,5.10121E+11,1,M1,0.5,rural,rural,-5.903334568,39.25219225
6358-001,KASKAZINI UNGUJA,1,211,4,KASKAZINI UNGUJA,KASKAZINI A,**CONFIDENTIAL**,MWEMBEMKALI,1,5.10121E+11,1,M1,0.300000012,rural,rural,-5.903334568,39.25219225
6365-001,KASKAZINI UNGUJA,1,211,4,KASKAZINI UNGUJA,KASKAZINI A,**CONFIDENTIAL**,MWEMBEMKALI,1,5.10121E+11,1,M1,0.5,rural,rural,-5.903334568,39.25219225
6368-001,KASKAZINI UNGUJA,1,211,4,KASKAZINI UNGUJA,KASKAZINI A,**CONFIDENTIAL**,MWEMBEMKALI,1,5.10121E+11,1,,,rural,rural,-5.903334568,39.25219225
6366-001,KASKAZINI UNGUJA,1,211,4,KASKAZINI UNGUJA,KASKAZINI A,**CONFIDENTIAL**,MWEMBEMKALI,1,5.10121E+11,2,M2,0.5,rural,rural,-5.903334568,39.25219225
6358-001,KASKAZINI UNGUJA,1,211,4,KASKAZINI UNGUJA,KASKAZINI A,**CONFIDENTIAL**,MWEMBEMKALI,1,5.10121E+11,2,M2,0.5,rural,rural,-5.903334568,39.25219225
6360-001,KASKAZINI UNGUJA,1,211,4,KASKAZINI UNGUJA,KASKAZINI A,**CONFIDENTIAL**,MWEMBEMKALI,1,5.10121E+11,1,,,rural,rural,-5.903334568,39.25219225
6366-001,KASKAZINI UNGUJA,1,211,4,KASKAZINI UNGUJA,KASKAZINI A,**CONFIDENTIAL**,MWEMBEMKALI,1,5.10121E+11,1,M1,0.5,rural,rural,-5.903334568,39.25219225
6366-001,KASKAZINI UNGUJA,1,211,4,KASKAZINI UNGUJA,KASKAZINI A,**CONFIDENTIAL**,MWEMBEMKALI,1,5.10121E+11,3,M3,0.5,rural,rural,-5.903334568,39.25219225
6359-001,KASKAZINI UNGUJA,1,211,4,KASKAZINI UNGUJA,KASKAZINI A,**CONFIDENTIAL**,MWEMBEMKALI,1,5.10121E+11,1,M1,0.200000003,rural,rural,-5.903334568,39.25219225
2409-001,KASKAZINI UNGUJA,1,361,2,KASKAZINI UNGUJA,KASKAZINI A,**CONFIDENTIAL**,KIBONDENI,2,5.10136E+11,1,,,rural,rural,-5.858280034,39.33885822
2412-001,KASKAZINI UNGUJA,1,361,2,KASKAZINI UNGUJA,KASKAZINI A,**CONFIDENTIAL**,KIBONDENI,2,5.10136E+11,1,,,rural,rural,-5.858280034,39.33885822
2407-001,KASKAZINI UNGUJA,1,361,2,KASKAZINI UNGUJA,KASKAZINI A,**CONFIDENTIAL**,KIBONDENI,2,5.10136E+11,1,,,rural,rural,-5.858280034,39.33885822
2411-001,KASKAZINI UNGUJA,1,361,2,KASKAZINI UNGUJA,KASKAZINI A,**CONFIDENTIAL**,KIBONDENI,2,5.10136E+11,1,,,rural,rural,-5.858280034,39.33885822
2406-001,KASKAZINI UNGUJA,1,361,2,KASKAZINI UNGUJA,KASKAZINI A,**CONFIDENTIAL**,KIBONDENI,2,5.10136E+11,1,,,rural,rural,-5.858280034,39.33885822
2410-001,KASKAZINI UNGUJA,1,361,2,KASKAZINI UNGUJA,KASKAZINI A,**CONFIDENTIAL**,KIBONDENI,2,5.10136E+11,1,,,rural,rural,-5.858280034,39.33885822
2413-001,KASKAZINI UNGUJA,1,361,2,KASKAZINI UNGUJA,KASKAZINI A,**CONFIDENTIAL**,KIBONDENI,2,5.10136E+11,1,,,rural,rural,-5.858280034,39.33885822
2408-001,KASKAZINI UNGUJA,1,361,2,KASKAZINI UNGUJA,KASKAZINI A,**CONFIDENTIAL**,KIBONDENI,2,5.10136E+11,2,M2,0.300000012,rural,rural,-5.858280034,39.33885822
2408-001,KASKAZINI UNGUJA,1,361,2,KASKAZINI UNGUJA,KASKAZINI A,**CONFIDENTIAL**,KIBONDENI,2,5.10136E+11,1,M1,0.699999988,rural,rural,-5.858280034,39.33885822
2426-001,KASKAZINI UNGUJA,2,121,1,KASKAZINI UNGUJA,KASKAZINI B,**CONFIDENTIAL**,MTAMBILE,1,5.10212E+11,1,M1,1.5,rural,rural,-5.943529883,39.29115849
2431-001,KASKAZINI UNGUJA,2,121,1,KASKAZINI UNGUJA,KASKAZINI B,**CONFIDENTIAL**,MTAMBILE,1,5.10212E+11,1,M1,0.300000012,rural,rural,-5.943529883,39.29115849
2432-001,KASKAZINI UNGUJA,2,121,1,KASKAZINI UNGUJA,KASKAZINI B,**CONFIDENTIAL**,MTAMBILE,1,5.10212E+11,3,M3,0.5,rural,rural,-5.943529883,39.29115849
2428-001,KASKAZINI UNGUJA,2,121,1,KASKAZINI UNGUJA,KASKAZINI B,**CONFIDENTIAL**,MTAMBILE,1,5.10212E+11,1,M1,2.5,rural,rural,-5.943529883,39.29115849
2425-001,KASKAZINI UNGUJA,2,121,1,KASKAZINI UNGUJA,KASKAZINI B,**CONFIDENTIAL**,MTAMBILE,1,5.10212E+11,1,M1,1.5,rural,rural,-5.943529883,39.29115849
2435-001,KASKAZINI UNGUJA,2,121,1,KASKAZINI UNGUJA,KASKAZINI B,**CONFIDENTIAL**,MTAMBILE,1,5.10212E+11,1,M1,0.5,rural,rural,-5.943529883,39.29115849
2427-001,KASKAZINI UNGUJA,2,121,1,KASKAZINI UNGUJA,KASKAZINI B,**CONFIDENTIAL**,MTAMBILE,1,5.10212E+11,1,,,rural,rural,-5.943529883,39.29115849
2431-001,KASKAZINI UNGUJA,2,121,1,KASKAZINI UNGUJA,KASKAZINI B,**CONFIDENTIAL**,MTAMBILE,1,5.10212E+11,2,M2,0.5,rural,rural,-5.943529883,39.29115849
2426-001,KASKAZINI UNGUJA,2,121,1,KASKAZINI UNGUJA,KASKAZINI B,**CONFIDENTIAL**,MTAMBILE,1,5.10212E+11,2,M2,0.200000003,rural,rural,-5.943529883,39.29115849
2432-001,KASKAZINI UNGUJA,2,121,1,KASKAZINI UNGUJA,KASKAZINI B,**CONFIDENTIAL**,MTAMBILE,1,5.10212E+11,2,M2,0.200000003,rural,rural,-5.943529883,39.29115849
2432-001,KASKAZINI UNGUJA,2,121,1,KASKAZINI UNGUJA,KASKAZINI B,**CONFIDENTIAL**,MTAMBILE,1,5.10212E+11,4,M4,1,rural,rural,-5.943529883,39.29115849
2425-001,KASKAZINI UNGUJA,2,121,1,KASKAZINI UNGUJA,KASKAZINI B,**CONFIDENTIAL**,MTAMBILE,1,5.10212E+11,2,M2,0.5,rural,rural,-5.943529883,39.29115849
2430-001,KASKAZINI UNGUJA,2,121,1,KASKAZINI UNGUJA,KASKAZINI B,**CONFIDENTIAL**,MTAMBILE,1,5.10212E+11,1,M1,0.300000012,rural,rural,-5.943529883,39.29115849
2432-001,KASKAZINI UNGUJA,2,121,1,KASKAZINI UNGUJA,KASKAZINI B,**CONFIDENTIAL**,MTAMBILE,1,5.10212E+11,1,M1,1,rural,rural,-5.943529883,39.29115849
2430-001,KASKAZINI UNGUJA,2,121,1,KASKAZINI UNGUJA,KASKAZINI B,**CONFIDENTIAL**,MTAMBILE,1,5.10212E+11,2,M2,0.200000003,rural,rural,-5.943529883,39.29115849
6383-001,KASKAZINI UNGUJA,2,271,1,KASKAZINI UNGUJA,KASKAZINI B,**CONFIDENTIAL**,KIONGWE,1,5.10227E+11,2,M2,0.300000012,rural,rural,-5.939739104,39.22751263
